congress,congress_year,name,chamber,state,party,date_of_birth,birth_year,age_at_start,generation
80,1947,Howard Buffett,House,NE,Republican,1903-08-13,1903.0,43.0,G.I. Generation
81,1949,Howard Buffett,House,NE,Republican,1903-08-13,1903.0,45.0,G.I. Generation
82,1951,Howard Buffett,House,NE,Republican,1903-08-13,1903.0,47.0,G.I. Generation
83,1953,Howard Buffett,House,NE,Republican,1903-08-13,1903.0,49.0,G.I. Generation
79,1945,Clarence Burton,House,VA,Democrat,1886-12-14,1886.0,58.0,Pre-G.I.
80,1947,Clarence Burton,House,VA,Democrat,1886-12-14,1886.0,60.0,Pre-G.I.
81,1949,Clarence Burton,House,VA,Democrat,1886-12-14,1886.0,62.0,Pre-G.I.
82,1951,Clarence Burton,House,VA,Democrat,1886-12-14,1886.0,64.0,Pre-G.I.
83,1953,Clarence Burton,House,VA,Democrat,1886-12-14,1886.0,66.0,Pre-G.I.
76,1939,John Butler,House,NY,Republican,1887-07-02,1887.0,51.0,Pre-G.I.
77,1941,John Butler,House,NY,Republican,1887-07-02,1887.0,53.0,Pre-G.I.
78,1943,John Butler,House,NY,Republican,1887-07-02,1887.0,55.0,Pre-G.I.
79,1945,John Butler,House,NY,Republican,1887-07-02,1887.0,57.0,Pre-G.I.
80,1947,John Butler,House,NY,Republican,1887-07-02,1887.0,59.0,Pre-G.I.
81,1949,John Butler,House,NY,Republican,1887-07-02,1887.0,61.0,Pre-G.I.
82,1951,John Butler,House,NY,Republican,1887-07-02,1887.0,63.0,Pre-G.I.
83,1953,John Butler,House,NY,Republican,1887-07-02,1887.0,65.0,Pre-G.I.
74,1935,William Byrne,House,NY,Democrat,1876-03-06,1876.0,58.0,Pre-G.I.
75,1937,William Byrne,House,NY,Democrat,1876-03-06,1876.0,60.0,Pre-G.I.
76,1939,William Byrne,House,NY,Democrat,1876-03-06,1876.0,62.0,Pre-G.I.
77,1941,William Byrne,House,NY,Democrat,1876-03-06,1876.0,64.0,Pre-G.I.
78,1943,William Byrne,House,NY,Democrat,1876-03-06,1876.0,66.0,Pre-G.I.
79,1945,William Byrne,House,NY,Democrat,1876-03-06,1876.0,68.0,Pre-G.I.
80,1947,William Byrne,House,NY,Democrat,1876-03-06,1876.0,70.0,Pre-G.I.
81,1949,William Byrne,House,NY,Democrat,1876-03-06,1876.0,72.0,Pre-G.I.
82,1951,William Byrne,House,NY,Democrat,1876-03-06,1876.0,74.0,Pre-G.I.
83,1953,William Byrne,House,NY,Democrat,1876-03-06,1876.0,76.0,Pre-G.I.
80,1947,Louis Clemente,House,NY,Democrat,1908-06-10,1908.0,38.0,G.I. Generation
81,1949,Louis Clemente,House,NY,Democrat,1908-06-10,1908.0,40.0,G.I. Generation
82,1951,Louis Clemente,House,NY,Democrat,1908-06-10,1908.0,42.0,G.I. Generation
83,1953,Louis Clemente,House,NY,Democrat,1908-06-10,1908.0,44.0,G.I. Generation
78,1943,Albert Cole,House,KS,Republican,1901-10-13,1901.0,41.0,G.I. Generation
79,1945,Albert Cole,House,KS,Republican,1901-10-13,1901.0,43.0,G.I. Generation
80,1947,Albert Cole,House,KS,Republican,1901-10-13,1901.0,45.0,G.I. Generation
81,1949,Albert Cole,House,KS,Republican,1901-10-13,1901.0,47.0,G.I. Generation
82,1951,Albert Cole,House,KS,Republican,1901-10-13,1901.0,49.0,G.I. Generation
83,1953,Albert Cole,House,KS,Republican,1901-10-13,1901.0,51.0,G.I. Generation
78,1943,Jesse Combs,House,TX,Democrat,1889-07-07,1889.0,53.0,Pre-G.I.
79,1945,Jesse Combs,House,TX,Democrat,1889-07-07,1889.0,55.0,Pre-G.I.
80,1947,Jesse Combs,House,TX,Democrat,1889-07-07,1889.0,57.0,Pre-G.I.
81,1949,Jesse Combs,House,TX,Democrat,1889-07-07,1889.0,59.0,Pre-G.I.
82,1951,Jesse Combs,House,TX,Democrat,1889-07-07,1889.0,61.0,Pre-G.I.
83,1953,Jesse Combs,House,TX,Democrat,1889-07-07,1889.0,63.0,Pre-G.I.
68,1923,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,42.0,Pre-G.I.
69,1925,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,44.0,Pre-G.I.
70,1927,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,46.0,Pre-G.I.
71,1929,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,48.0,Pre-G.I.
72,1931,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,50.0,Pre-G.I.
73,1933,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,52.0,Pre-G.I.
74,1935,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,54.0,Pre-G.I.
75,1937,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,56.0,Pre-G.I.
76,1939,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,58.0,Pre-G.I.
77,1941,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,60.0,Pre-G.I.
78,1943,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,62.0,Pre-G.I.
79,1945,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,64.0,Pre-G.I.
80,1947,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,66.0,Pre-G.I.
81,1949,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,68.0,Pre-G.I.
82,1951,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,70.0,Pre-G.I.
83,1953,Edward Cox,House,GA,Democrat,1880-04-03,1880.0,72.0,Pre-G.I.
73,1933,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,44.0,Pre-G.I.
74,1935,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,46.0,Pre-G.I.
75,1937,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,48.0,Pre-G.I.
76,1939,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,50.0,Pre-G.I.
77,1941,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,52.0,Pre-G.I.
78,1943,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,54.0,Pre-G.I.
79,1945,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,56.0,Pre-G.I.
80,1947,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,58.0,Pre-G.I.
81,1949,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,60.0,Pre-G.I.
82,1951,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,62.0,Pre-G.I.
83,1953,Fred Crawford,House,MI,Republican,1888-05-05,1888.0,64.0,Pre-G.I.
81,1949,Harmar Denny,House,PA,Republican,1886-07-02,1886.0,62.0,Pre-G.I.
82,1951,Harmar Denny,House,PA,Republican,1886-07-02,1886.0,64.0,Pre-G.I.
83,1953,Harmar Denny,House,PA,Republican,1886-07-02,1886.0,66.0,Pre-G.I.
61,1909,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,45.0,Pre-G.I.
62,1911,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,47.0,Pre-G.I.
63,1913,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,49.0,Pre-G.I.
64,1915,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,51.0,Pre-G.I.
65,1917,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,53.0,Pre-G.I.
66,1919,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,55.0,Pre-G.I.
67,1921,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,57.0,Pre-G.I.
68,1923,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,59.0,Pre-G.I.
69,1925,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,61.0,Pre-G.I.
70,1927,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,63.0,Pre-G.I.
71,1929,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,65.0,Pre-G.I.
72,1931,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,67.0,Pre-G.I.
73,1933,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,69.0,Pre-G.I.
74,1935,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,71.0,Pre-G.I.
75,1937,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,73.0,Pre-G.I.
76,1939,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,75.0,Pre-G.I.
77,1941,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,77.0,Pre-G.I.
78,1943,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,79.0,Pre-G.I.
79,1945,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,81.0,Pre-G.I.
80,1947,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,83.0,Pre-G.I.
81,1949,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,85.0,Pre-G.I.
82,1951,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,87.0,Pre-G.I.
83,1953,Robert Doughton,House,NC,Democrat,1863-11-07,1863.0,89.0,Pre-G.I.
81,1949,James Duff,Senate,PA,Republican,1883-01-21,1883.0,65.0,Pre-G.I.
82,1951,James Duff,Senate,PA,Republican,1883-01-21,1883.0,67.0,Pre-G.I.
83,1953,James Duff,Senate,PA,Republican,1883-01-21,1883.0,69.0,Pre-G.I.
84,1955,James Duff,Senate,PA,Republican,1883-01-21,1883.0,71.0,Pre-G.I.
85,1957,James Duff,Senate,PA,Republican,1883-01-21,1883.0,73.0,Pre-G.I.
68,1923,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,54.0,Pre-G.I.
69,1925,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,56.0,Pre-G.I.
70,1927,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,58.0,Pre-G.I.
71,1929,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,60.0,Pre-G.I.
72,1931,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,62.0,Pre-G.I.
73,1933,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,64.0,Pre-G.I.
74,1935,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,66.0,Pre-G.I.
75,1937,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,68.0,Pre-G.I.
76,1939,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,70.0,Pre-G.I.
77,1941,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,72.0,Pre-G.I.
78,1943,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,74.0,Pre-G.I.
79,1945,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,76.0,Pre-G.I.
80,1947,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,78.0,Pre-G.I.
81,1949,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,80.0,Pre-G.I.
82,1951,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,82.0,Pre-G.I.
83,1953,Charles Eaton,House,NJ,Republican,1868-03-29,1868.0,84.0,Pre-G.I.
75,1937,Charles Elston,House,OH,Republican,1891-08-01,1891.0,45.0,Pre-G.I.
76,1939,Charles Elston,House,OH,Republican,1891-08-01,1891.0,47.0,Pre-G.I.
77,1941,Charles Elston,House,OH,Republican,1891-08-01,1891.0,49.0,Pre-G.I.
78,1943,Charles Elston,House,OH,Republican,1891-08-01,1891.0,51.0,Pre-G.I.
79,1945,Charles Elston,House,OH,Republican,1891-08-01,1891.0,53.0,Pre-G.I.
80,1947,Charles Elston,House,OH,Republican,1891-08-01,1891.0,55.0,Pre-G.I.
81,1949,Charles Elston,House,OH,Republican,1891-08-01,1891.0,57.0,Pre-G.I.
82,1951,Charles Elston,House,OH,Republican,1891-08-01,1891.0,59.0,Pre-G.I.
83,1953,Charles Elston,House,OH,Republican,1891-08-01,1891.0,61.0,Pre-G.I.
76,1939,Frank Fellows,House,ME,Republican,1889-11-07,1889.0,49.0,Pre-G.I.
77,1941,Frank Fellows,House,ME,Republican,1889-11-07,1889.0,51.0,Pre-G.I.
78,1943,Frank Fellows,House,ME,Republican,1889-11-07,1889.0,53.0,Pre-G.I.
79,1945,Frank Fellows,House,ME,Republican,1889-11-07,1889.0,55.0,Pre-G.I.
80,1947,Frank Fellows,House,ME,Republican,1889-11-07,1889.0,57.0,Pre-G.I.
81,1949,Frank Fellows,House,ME,Republican,1889-11-07,1889.0,59.0,Pre-G.I.
82,1951,Frank Fellows,House,ME,Republican,1889-11-07,1889.0,61.0,Pre-G.I.
83,1953,Frank Fellows,House,ME,Republican,1889-11-07,1889.0,63.0,Pre-G.I.
80,1947,Thomas Fugate,House,VA,Democrat,1899-04-10,1899.0,47.0,Pre-G.I.
81,1949,Thomas Fugate,House,VA,Democrat,1899-04-10,1899.0,49.0,Pre-G.I.
82,1951,Thomas Fugate,House,VA,Democrat,1899-04-10,1899.0,51.0,Pre-G.I.
83,1953,Thomas Fugate,House,VA,Democrat,1899-04-10,1899.0,53.0,Pre-G.I.
80,1947,John Furcolo,House,MA,Democrat,1911-07-29,1911.0,35.0,G.I. Generation
81,1949,John Furcolo,House,MA,Democrat,1911-07-29,1911.0,37.0,G.I. Generation
82,1951,John Furcolo,House,MA,Democrat,1911-07-29,1911.0,39.0,G.I. Generation
83,1953,John Furcolo,House,MA,Democrat,1911-07-29,1911.0,41.0,G.I. Generation
67,1921,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,42.0,Pre-G.I.
68,1923,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,44.0,Pre-G.I.
69,1925,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,46.0,Pre-G.I.
70,1927,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,48.0,Pre-G.I.
71,1929,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,50.0,Pre-G.I.
72,1931,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,52.0,Pre-G.I.
73,1933,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,54.0,Pre-G.I.
74,1935,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,56.0,Pre-G.I.
75,1937,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,58.0,Pre-G.I.
76,1939,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,60.0,Pre-G.I.
77,1941,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,62.0,Pre-G.I.
78,1943,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,64.0,Pre-G.I.
79,1945,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,66.0,Pre-G.I.
80,1947,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,68.0,Pre-G.I.
81,1949,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,70.0,Pre-G.I.
82,1951,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,72.0,Pre-G.I.
83,1953,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,74.0,Pre-G.I.
84,1955,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,76.0,Pre-G.I.
85,1957,Walter George,Senate,GA,Democrat,1878-01-29,1878.0,78.0,Pre-G.I.
76,1939,Wilson Gillette,House,PA,Republican,1880-07-01,1880.0,58.0,Pre-G.I.
77,1941,Wilson Gillette,House,PA,Republican,1880-07-01,1880.0,60.0,Pre-G.I.
78,1943,Wilson Gillette,House,PA,Republican,1880-07-01,1880.0,62.0,Pre-G.I.
79,1945,Wilson Gillette,House,PA,Republican,1880-07-01,1880.0,64.0,Pre-G.I.
80,1947,Wilson Gillette,House,PA,Republican,1880-07-01,1880.0,66.0,Pre-G.I.
81,1949,Wilson Gillette,House,PA,Republican,1880-07-01,1880.0,68.0,Pre-G.I.
82,1951,Wilson Gillette,House,PA,Republican,1880-07-01,1880.0,70.0,Pre-G.I.
83,1953,Wilson Gillette,House,PA,Republican,1880-07-01,1880.0,72.0,Pre-G.I.
75,1937,Ed Gossett,House,TX,Democrat,1902-01-27,1902.0,34.0,G.I. Generation
76,1939,Ed Gossett,House,TX,Democrat,1902-01-27,1902.0,36.0,G.I. Generation
77,1941,Ed Gossett,House,TX,Democrat,1902-01-27,1902.0,38.0,G.I. Generation
78,1943,Ed Gossett,House,TX,Democrat,1902-01-27,1902.0,40.0,G.I. Generation
79,1945,Ed Gossett,House,TX,Democrat,1902-01-27,1902.0,42.0,G.I. Generation
80,1947,Ed Gossett,House,TX,Democrat,1902-01-27,1902.0,44.0,G.I. Generation
81,1949,Ed Gossett,House,TX,Democrat,1902-01-27,1902.0,46.0,G.I. Generation
82,1951,Ed Gossett,House,TX,Democrat,1902-01-27,1902.0,48.0,G.I. Generation
83,1953,Ed Gossett,House,TX,Democrat,1902-01-27,1902.0,50.0,G.I. Generation
76,1939,Walter Granger,House,UT,Democrat,1888-10-11,1888.0,50.0,Pre-G.I.
77,1941,Walter Granger,House,UT,Democrat,1888-10-11,1888.0,52.0,Pre-G.I.
78,1943,Walter Granger,House,UT,Democrat,1888-10-11,1888.0,54.0,Pre-G.I.
79,1945,Walter Granger,House,UT,Democrat,1888-10-11,1888.0,56.0,Pre-G.I.
80,1947,Walter Granger,House,UT,Democrat,1888-10-11,1888.0,58.0,Pre-G.I.
81,1949,Walter Granger,House,UT,Democrat,1888-10-11,1888.0,60.0,Pre-G.I.
82,1951,Walter Granger,House,UT,Democrat,1888-10-11,1888.0,62.0,Pre-G.I.
83,1953,Walter Granger,House,UT,Democrat,1888-10-11,1888.0,64.0,Pre-G.I.
81,1949,Ernest Greenwood,House,NY,Democrat,1884-11-25,1884.0,64.0,Pre-G.I.
82,1951,Ernest Greenwood,House,NY,Democrat,1884-11-25,1884.0,66.0,Pre-G.I.
83,1953,Ernest Greenwood,House,NY,Democrat,1884-11-25,1884.0,68.0,Pre-G.I.
75,1937,Edwin Hall,House,NY,Republican,1909-02-11,1909.0,27.0,G.I. Generation
76,1939,Edwin Hall,House,NY,Republican,1909-02-11,1909.0,29.0,G.I. Generation
77,1941,Edwin Hall,House,NY,Republican,1909-02-11,1909.0,31.0,G.I. Generation
78,1943,Edwin Hall,House,NY,Republican,1909-02-11,1909.0,33.0,G.I. Generation
79,1945,Edwin Hall,House,NY,Republican,1909-02-11,1909.0,35.0,G.I. Generation
80,1947,Edwin Hall,House,NY,Republican,1909-02-11,1909.0,37.0,G.I. Generation
81,1949,Edwin Hall,House,NY,Republican,1909-02-11,1909.0,39.0,G.I. Generation
82,1951,Edwin Hall,House,NY,Republican,1909-02-11,1909.0,41.0,G.I. Generation
83,1953,Edwin Hall,House,NY,Republican,1909-02-11,1909.0,43.0,G.I. Generation
75,1937,Leonard Hall,House,NY,Republican,1900-10-02,1900.0,36.0,Pre-G.I.
76,1939,Leonard Hall,House,NY,Republican,1900-10-02,1900.0,38.0,Pre-G.I.
77,1941,Leonard Hall,House,NY,Republican,1900-10-02,1900.0,40.0,Pre-G.I.
78,1943,Leonard Hall,House,NY,Republican,1900-10-02,1900.0,42.0,Pre-G.I.
79,1945,Leonard Hall,House,NY,Republican,1900-10-02,1900.0,44.0,Pre-G.I.
80,1947,Leonard Hall,House,NY,Republican,1900-10-02,1900.0,46.0,Pre-G.I.
81,1949,Leonard Hall,House,NY,Republican,1900-10-02,1900.0,48.0,Pre-G.I.
82,1951,Leonard Hall,House,NY,Republican,1900-10-02,1900.0,50.0,Pre-G.I.
83,1953,Leonard Hall,House,NY,Republican,1900-10-02,1900.0,52.0,Pre-G.I.
74,1935,Franck Havenner,House,CA,Progressive,1882-09-20,1882.0,52.0,Pre-G.I.
75,1937,Franck Havenner,House,CA,Progressive,1882-09-20,1882.0,54.0,Pre-G.I.
76,1939,Franck Havenner,House,CA,Progressive,1882-09-20,1882.0,56.0,Pre-G.I.
77,1941,Franck Havenner,House,CA,Democrat,1882-09-20,1882.0,58.0,Pre-G.I.
78,1943,Franck Havenner,House,CA,Democrat,1882-09-20,1882.0,60.0,Pre-G.I.
79,1945,Franck Havenner,House,CA,Democrat,1882-09-20,1882.0,62.0,Pre-G.I.
80,1947,Franck Havenner,House,CA,Democrat,1882-09-20,1882.0,64.0,Pre-G.I.
81,1949,Franck Havenner,House,CA,Democrat,1882-09-20,1882.0,66.0,Pre-G.I.
82,1951,Franck Havenner,House,CA,Democrat,1882-09-20,1882.0,68.0,Pre-G.I.
83,1953,Franck Havenner,House,CA,Democrat,1882-09-20,1882.0,70.0,Pre-G.I.
78,1943,Erland Hedrick,House,WV,Democrat,1894-08-09,1894.0,48.0,Pre-G.I.
79,1945,Erland Hedrick,House,WV,Democrat,1894-08-09,1894.0,50.0,Pre-G.I.
80,1947,Erland Hedrick,House,WV,Democrat,1894-08-09,1894.0,52.0,Pre-G.I.
81,1949,Erland Hedrick,House,WV,Democrat,1894-08-09,1894.0,54.0,Pre-G.I.
82,1951,Erland Hedrick,House,WV,Democrat,1894-08-09,1894.0,56.0,Pre-G.I.
83,1953,Erland Hedrick,House,WV,Democrat,1894-08-09,1894.0,58.0,Pre-G.I.
76,1939,James Heffernan,House,NY,Democrat,1888-11-08,1888.0,50.0,Pre-G.I.
77,1941,James Heffernan,House,NY,Democrat,1888-11-08,1888.0,52.0,Pre-G.I.
78,1943,James Heffernan,House,NY,Democrat,1888-11-08,1888.0,54.0,Pre-G.I.
79,1945,James Heffernan,House,NY,Democrat,1888-11-08,1888.0,56.0,Pre-G.I.
80,1947,James Heffernan,House,NY,Democrat,1888-11-08,1888.0,58.0,Pre-G.I.
81,1949,James Heffernan,House,NY,Democrat,1888-11-08,1888.0,60.0,Pre-G.I.
82,1951,James Heffernan,House,NY,Democrat,1888-11-08,1888.0,62.0,Pre-G.I.
83,1953,James Heffernan,House,NY,Democrat,1888-11-08,1888.0,64.0,Pre-G.I.
77,1941,Christian Herter,House,MA,Republican,1895-03-28,1895.0,45.0,Pre-G.I.
78,1943,Christian Herter,House,MA,Republican,1895-03-28,1895.0,47.0,Pre-G.I.
79,1945,Christian Herter,House,MA,Republican,1895-03-28,1895.0,49.0,Pre-G.I.
80,1947,Christian Herter,House,MA,Republican,1895-03-28,1895.0,51.0,Pre-G.I.
81,1949,Christian Herter,House,MA,Republican,1895-03-28,1895.0,53.0,Pre-G.I.
82,1951,Christian Herter,House,MA,Republican,1895-03-28,1895.0,55.0,Pre-G.I.
83,1953,Christian Herter,House,MA,Republican,1895-03-28,1895.0,57.0,Pre-G.I.
65,1917,Clyde Hoey,House,NC,Democrat,1877-12-11,1877.0,39.0,Pre-G.I.
66,1919,Clyde Hoey,House,NC,Democrat,1877-12-11,1877.0,41.0,Pre-G.I.
67,1921,Clyde Hoey,House,NC,Democrat,1877-12-11,1877.0,43.0,Pre-G.I.
78,1943,Clyde Hoey,Senate,NC,Democrat,1877-12-11,1877.0,65.0,Pre-G.I.
79,1945,Clyde Hoey,Senate,NC,Democrat,1877-12-11,1877.0,67.0,Pre-G.I.
80,1947,Clyde Hoey,Senate,NC,Democrat,1877-12-11,1877.0,69.0,Pre-G.I.
81,1949,Clyde Hoey,Senate,NC,Democrat,1877-12-11,1877.0,71.0,Pre-G.I.
82,1951,Clyde Hoey,Senate,NC,Democrat,1877-12-11,1877.0,73.0,Pre-G.I.
83,1953,Clyde Hoey,Senate,NC,Democrat,1877-12-11,1877.0,75.0,Pre-G.I.
84,1955,Clyde Hoey,Senate,NC,Democrat,1877-12-11,1877.0,77.0,Pre-G.I.
80,1947,Theodore Irving,House,MO,Democrat,1898-03-24,1898.0,48.0,Pre-G.I.
81,1949,Theodore Irving,House,MO,Democrat,1898-03-24,1898.0,50.0,Pre-G.I.
82,1951,Theodore Irving,House,MO,Democrat,1898-03-24,1898.0,52.0,Pre-G.I.
83,1953,Theodore Irving,House,MO,Democrat,1898-03-24,1898.0,54.0,Pre-G.I.
79,1945,Edward Jenison,House,IL,Republican,1907-07-27,1907.0,37.0,G.I. Generation
80,1947,Edward Jenison,House,IL,Republican,1907-07-27,1907.0,39.0,G.I. Generation
81,1949,Edward Jenison,House,IL,Republican,1907-07-27,1907.0,41.0,G.I. Generation
82,1951,Edward Jenison,House,IL,Republican,1907-07-27,1907.0,43.0,G.I. Generation
83,1953,Edward Jenison,House,IL,Republican,1907-07-27,1907.0,45.0,G.I. Generation
79,1945,Hamilton Jones,House,NC,Democrat,1884-09-26,1884.0,60.0,Pre-G.I.
80,1947,Hamilton Jones,House,NC,Democrat,1884-09-26,1884.0,62.0,Pre-G.I.
81,1949,Hamilton Jones,House,NC,Democrat,1884-09-26,1884.0,64.0,Pre-G.I.
82,1951,Hamilton Jones,House,NC,Democrat,1884-09-26,1884.0,66.0,Pre-G.I.
83,1953,Hamilton Jones,House,NC,Democrat,1884-09-26,1884.0,68.0,Pre-G.I.
72,1931,John Kee,House,WV,Democrat,1874-08-22,1874.0,56.0,Pre-G.I.
73,1933,John Kee,House,WV,Democrat,1874-08-22,1874.0,58.0,Pre-G.I.
74,1935,John Kee,House,WV,Democrat,1874-08-22,1874.0,60.0,Pre-G.I.
75,1937,John Kee,House,WV,Democrat,1874-08-22,1874.0,62.0,Pre-G.I.
76,1939,John Kee,House,WV,Democrat,1874-08-22,1874.0,64.0,Pre-G.I.
77,1941,John Kee,House,WV,Democrat,1874-08-22,1874.0,66.0,Pre-G.I.
78,1943,John Kee,House,WV,Democrat,1874-08-22,1874.0,68.0,Pre-G.I.
79,1945,John Kee,House,WV,Democrat,1874-08-22,1874.0,70.0,Pre-G.I.
80,1947,John Kee,House,WV,Democrat,1874-08-22,1874.0,72.0,Pre-G.I.
81,1949,John Kee,House,WV,Democrat,1874-08-22,1874.0,74.0,Pre-G.I.
82,1951,John Kee,House,WV,Democrat,1874-08-22,1874.0,76.0,Pre-G.I.
83,1953,John Kee,House,WV,Democrat,1874-08-22,1874.0,78.0,Pre-G.I.
67,1921,John Kerr,House,NC,Democrat,1873-12-31,1873.0,47.0,Pre-G.I.
68,1923,John Kerr,House,NC,Democrat,1873-12-31,1873.0,49.0,Pre-G.I.
69,1925,John Kerr,House,NC,Democrat,1873-12-31,1873.0,51.0,Pre-G.I.
70,1927,John Kerr,House,NC,Democrat,1873-12-31,1873.0,53.0,Pre-G.I.
71,1929,John Kerr,House,NC,Democrat,1873-12-31,1873.0,55.0,Pre-G.I.
72,1931,John Kerr,House,NC,Democrat,1873-12-31,1873.0,57.0,Pre-G.I.
73,1933,John Kerr,House,NC,Democrat,1873-12-31,1873.0,59.0,Pre-G.I.
74,1935,John Kerr,House,NC,Democrat,1873-12-31,1873.0,61.0,Pre-G.I.
75,1937,John Kerr,House,NC,Democrat,1873-12-31,1873.0,63.0,Pre-G.I.
76,1939,John Kerr,House,NC,Democrat,1873-12-31,1873.0,65.0,Pre-G.I.
77,1941,John Kerr,House,NC,Democrat,1873-12-31,1873.0,67.0,Pre-G.I.
78,1943,John Kerr,House,NC,Democrat,1873-12-31,1873.0,69.0,Pre-G.I.
79,1945,John Kerr,House,NC,Democrat,1873-12-31,1873.0,71.0,Pre-G.I.
80,1947,John Kerr,House,NC,Democrat,1873-12-31,1873.0,73.0,Pre-G.I.
81,1949,John Kerr,House,NC,Democrat,1873-12-31,1873.0,75.0,Pre-G.I.
82,1951,John Kerr,House,NC,Democrat,1873-12-31,1873.0,77.0,Pre-G.I.
83,1953,John Kerr,House,NC,Democrat,1873-12-31,1873.0,79.0,Pre-G.I.
77,1941,Henry Larcade,House,LA,Democrat,1890-07-12,1890.0,50.0,Pre-G.I.
78,1943,Henry Larcade,House,LA,Democrat,1890-07-12,1890.0,52.0,Pre-G.I.
79,1945,Henry Larcade,House,LA,Democrat,1890-07-12,1890.0,54.0,Pre-G.I.
80,1947,Henry Larcade,House,LA,Democrat,1890-07-12,1890.0,56.0,Pre-G.I.
81,1949,Henry Larcade,House,LA,Democrat,1890-07-12,1890.0,58.0,Pre-G.I.
