congress,congress_year,name,chamber,state,party,date_of_birth,birth_year,age_at_start,generation
57,1901,Lucien Baker,Senate,KS,Republican,1846-06-08,1846.0,54.0,Pre-G.I.
57,1901,Marion Butler,Senate,NC,Populist,1863-05-20,1863.0,37.0,Pre-G.I.
57,1901,Donelson Caffery,Senate,LA,Democrat,1835-09-10,1835.0,65.0,Pre-G.I.
57,1901,William Chandler,Senate,NH,Republican,1835-12-28,1835.0,65.0,Pre-G.I.
57,1901,Horace Chilton,Senate,TX,Democrat,1853-12-29,1853.0,47.0,Pre-G.I.
57,1901,John Gear,Senate,IA,Republican,1825-04-07,1825.0,75.0,Pre-G.I.
57,1901,William Lindsay,Senate,KY,Democrat,1835-09-04,1835.0,65.0,Pre-G.I.
57,1901,George McBride,Senate,OR,Republican,1854-03-13,1854.0,46.0,Pre-G.I.
57,1901,Richard Pettigrew,Senate,SD,Silver Republican,1848-07-23,1848.0,52.0,Pre-G.I.
57,1901,William Sewell,Senate,NJ,Republican,1835-12-06,1835.0,65.0,Pre-G.I.
57,1901,George Shoup,Senate,ID,Republican,1836-06-15,1836.0,64.0,Pre-G.I.
57,1901,John Thurston,Senate,NE,Republican,1847-08-21,1847.0,53.0,Pre-G.I.
57,1901,Edward Wolcott,Senate,CO,Republican,1848-03-26,1848.0,52.0,Pre-G.I.
57,1901,William Deboe,Senate,KY,Republican,1849-06-30,1849.0,51.0,Pre-G.I.
58,1903,William Deboe,Senate,KY,Republican,1849-06-30,1849.0,53.0,Pre-G.I.
57,1901,William Harris,Senate,KS,Populist,1841-10-29,1841.0,59.0,Pre-G.I.
58,1903,William Harris,Senate,KS,Populist,1841-10-29,1841.0,61.0,Pre-G.I.
57,1901,Henry Heitfeld,Senate,ID,Democrat,1859-01-12,1859.0,41.0,Pre-G.I.
58,1903,Henry Heitfeld,Senate,ID,Democrat,1859-01-12,1859.0,43.0,Pre-G.I.
57,1901,James Jones,Senate,AR,Democrat,1839-09-29,1839.0,61.0,Pre-G.I.
58,1903,James Jones,Senate,AR,Democrat,1839-09-29,1839.0,63.0,Pre-G.I.
57,1901,John Jones,Senate,NV,Republican,1829-01-27,1829.0,71.0,Pre-G.I.
58,1903,John Jones,Senate,NV,Republican,1829-01-27,1829.0,73.0,Pre-G.I.
57,1901,Richard Kenney,Senate,DE,Democrat,1856-09-09,1856.0,44.0,Pre-G.I.
57,1901,James Kyle,Senate,SD,Republican,1854-02-24,1854.0,46.0,Pre-G.I.
57,1901,John McLaurin,Senate,SC,Democrat,1860-05-09,1860.0,40.0,Pre-G.I.
58,1903,John McLaurin,Senate,SC,Democrat,1860-05-09,1860.0,42.0,Pre-G.I.
57,1901,Jeter Pritchard,Senate,NC,Republican,1857-07-12,1857.0,43.0,Pre-G.I.
58,1903,Jeter Pritchard,Senate,NC,Republican,1857-07-12,1857.0,45.0,Pre-G.I.
57,1901,Joseph Rawlins,Senate,UT,Democrat,1850-03-28,1850.0,50.0,Pre-G.I.
58,1903,Joseph Rawlins,Senate,UT,Democrat,1850-03-28,1850.0,52.0,Pre-G.I.
57,1901,Thomas Turley,Senate,TN,Democrat,1845-04-05,1845.0,55.0,Pre-G.I.
57,1901,George Turner,Senate,WA,Democrat,1850-02-25,1850.0,50.0,Pre-G.I.
58,1903,George Turner,Senate,WA,Democrat,1850-02-25,1850.0,52.0,Pre-G.I.
57,1901,George Vest,Senate,MO,Democrat,1830-12-06,1830.0,70.0,Pre-G.I.
58,1903,George Vest,Senate,MO,Democrat,1830-12-06,1830.0,72.0,Pre-G.I.
57,1901,George Wellington,Senate,MD,Republican,1852-01-28,1852.0,48.0,Pre-G.I.
58,1903,George Wellington,Senate,MD,Republican,1852-01-28,1852.0,50.0,Pre-G.I.
57,1901,Joseph Simon,Senate,OR,Republican,1851-02-07,1851.0,49.0,Pre-G.I.
58,1903,Joseph Simon,Senate,OR,Republican,1851-02-07,1851.0,51.0,Pre-G.I.
57,1901,William Sullivan,Senate,MS,Democrat,1857-12-18,1857.0,43.0,Pre-G.I.
57,1901,William Aldrich,House,AL,Republican,1853-03-11,1853.0,47.0,Pre-G.I.
57,1901,John Allen,House,MS,Democrat,1846-07-08,1846.0,54.0,Pre-G.I.
57,1901,William Allen,Senate,NE,Populist,1847-01-28,1847.0,53.0,Pre-G.I.
57,1901,John Atwater,House,NC,Populist,1840-12-27,1840.0,60.0,Pre-G.I.
57,1901,Willis Bailey,House,KS,Republican,1854-10-12,1854.0,46.0,Pre-G.I.
57,1901,Samuel Baird,House,LA,Democrat,1861-05-05,1861.0,39.0,Pre-G.I.
57,1901,William Baker,House,MD,Republican,1840-07-22,1840.0,60.0,Pre-G.I.
57,1901,Laird Barber,House,PA,Democrat,1848-10-25,1848.0,52.0,Pre-G.I.
57,1901,John Barham,House,CA,Republican,1843-07-17,1843.0,57.0,Pre-G.I.
57,1901,William Bate,Senate,TN,Democrat,1826-10-07,1826.0,74.0,Pre-G.I.
58,1903,William Bate,Senate,TN,Democrat,1826-10-07,1826.0,76.0,Pre-G.I.
59,1905,William Bate,Senate,TN,Democrat,1826-10-07,1826.0,78.0,Pre-G.I.
57,1901,Albert Berry,House,KY,Democrat,1836-05-13,1836.0,64.0,Pre-G.I.
57,1901,Richard Bland,House,MO,Democrat,1835-08-19,1835.0,65.0,Pre-G.I.
57,1901,Thomas Bradley,House,NY,Democrat,1870-01-02,1870.0,31.0,Pre-G.I.
57,1901,John Brenner,House,OH,Democrat,1832-02-02,1832.0,68.0,Pre-G.I.
57,1901,Willis Brewer,House,AL,Democrat,1844-03-15,1844.0,56.0,Pre-G.I.
57,1901,Seth Brown,House,OH,Republican,1841-01-04,1841.0,59.0,Pre-G.I.
57,1901,Albert Campbell,House,MT,Democrat,1857-12-12,1857.0,43.0,Pre-G.I.
57,1901,Thomas Catchings,House,MS,Democrat,1847-01-11,1847.0,53.0,Pre-G.I.
57,1901,William Chanler,House,NY,Democrat,1867-06-11,1867.0,33.0,Pre-G.I.
57,1901,Charles Chickering,House,NY,Republican,1843-11-26,1843.0,57.0,Pre-G.I.
57,1901,Frank Clarke,House,NH,Republican,1850-09-10,1850.0,50.0,Pre-G.I.
57,1901,Bertram Clayton,House,NY,Democrat,1862-10-19,1862.0,38.0,Pre-G.I.
57,1901,Aaron Cochrane,House,NY,Republican,1858-03-14,1858.0,42.0,Pre-G.I.
57,1901,Francis Cockrell,Senate,MO,Democrat,1834-10-01,1834.0,66.0,Pre-G.I.
58,1903,Francis Cockrell,Senate,MO,Democrat,1834-10-01,1834.0,68.0,Pre-G.I.
59,1905,Francis Cockrell,Senate,MO,Democrat,1834-10-01,1834.0,70.0,Pre-G.I.
57,1901,Nicholas Cox,House,TN,Democrat,1837-01-06,1837.0,63.0,Pre-G.I.
57,1901,Thomas Cusack,House,IL,Democrat,1858-10-05,1858.0,42.0,Pre-G.I.
57,1901,William Daly,House,NJ,Democrat,1851-06-04,1851.0,49.0,Pre-G.I.
57,1901,Lorenzo Danford,House,OH,Republican,1829-10-18,1829.0,71.0,Pre-G.I.
57,1901,Samuel Davenport,House,PA,Republican,1834-01-15,1834.0,66.0,Pre-G.I.
57,1901,Stanley Davenport,House,PA,Democrat,1861-07-21,1861.0,39.0,Pre-G.I.
57,1901,Cushman Davis,Senate,MN,Republican,1838-06-16,1838.0,62.0,Pre-G.I.
57,1901,Marion De Vries,House,CA,Democrat,1865-08-15,1865.0,35.0,Pre-G.I.
57,1901,Nelson Dingley,House,ME,Republican,1832-02-15,1832.0,68.0,Pre-G.I.
57,1901,Edmund Driggs,House,NY,Democrat,1865-05-02,1865.0,35.0,Pre-G.I.
57,1901,Sydney Epes,House,VA,Democrat,1865-08-20,1865.0,35.0,Pre-G.I.
57,1901,Daniel Ermentrout,House,PA,Democrat,1837-01-24,1837.0,63.0,Pre-G.I.
57,1901,George Faris,House,IN,Republican,1854-06-09,1854.0,46.0,Pre-G.I.
57,1901,Thomas Fitzpatrick,House,KY,Democrat,1850-09-20,1850.0,50.0,Pre-G.I.
57,1901,Addison Foster,Senate,WA,Republican,1837-01-28,1837.0,63.0,Pre-G.I.
58,1903,Addison Foster,Senate,WA,Republican,1837-01-28,1837.0,65.0,Pre-G.I.
59,1905,Addison Foster,Senate,WA,Republican,1837-01-28,1837.0,67.0,Pre-G.I.
57,1901,Romeo Freer,House,WV,Republican,1846-11-09,1846.0,54.0,Pre-G.I.
57,1901,Athelston Gaston,House,PA,Democrat,1838-04-24,1838.0,62.0,Pre-G.I.
57,1901,June Gayle,House,KY,Democrat,1865-02-22,1865.0,35.0,Pre-G.I.
57,1901,Martin Glynn,House,NY,Democrat,1871-09-27,1871.0,29.0,Pre-G.I.
57,1901,William Greene,House,NE,Populist,1849-10-03,1849.0,51.0,Pre-G.I.
57,1901,William Grout,House,VT,Republican,1836-05-24,1836.0,64.0,Pre-G.I.
57,1901,Marcus Hanna,Senate,OH,Republican,1837-09-24,1837.0,63.0,Pre-G.I.
58,1903,Marcus Hanna,Senate,OH,Republican,1837-09-24,1837.0,65.0,Pre-G.I.
59,1905,Marcus Hanna,Senate,OH,Republican,1837-09-24,1837.0,67.0,Pre-G.I.
57,1901,Alfred Harmer,House,PA,Republican,1825-08-08,1825.0,75.0,Pre-G.I.
57,1901,Joseph Hawley,Senate,CT,Republican,1826-10-31,1826.0,74.0,Pre-G.I.
58,1903,Joseph Hawley,Senate,CT,Republican,1826-10-31,1826.0,76.0,Pre-G.I.
59,1905,Joseph Hawley,Senate,CT,Republican,1826-10-31,1826.0,78.0,Pre-G.I.
57,1901,Robert Hawley,House,TX,Republican,1849-10-25,1849.0,51.0,Pre-G.I.
57,1901,Patrick Henry,House,MS,Democrat,1843-02-12,1843.0,57.0,Pre-G.I.
57,1901,John Hoffecker,House,DE,Republican,1827-09-12,1827.0,73.0,Pre-G.I.
57,1901,Walter Hoffecker,House,DE,Republican,1854-09-20,1854.0,46.0,Pre-G.I.
57,1901,Warren Hooker,House,NY,Republican,1856-11-24,1856.0,44.0,Pre-G.I.
57,1901,David Johnston,House,WV,Democrat,1845-04-10,1845.0,55.0,Pre-G.I.
57,1901,Josiah Kerr,House,MD,Republican,1861-01-10,1861.0,39.0,Pre-G.I.
57,1901,Winfield Kerr,House,OH,Republican,1852-06-23,1852.0,48.0,Pre-G.I.
57,1901,Joseph Lane,House,IA,Republican,1858-05-06,1858.0,42.0,Pre-G.I.
57,1901,John Lentz,House,OH,Democrat,1856-01-27,1856.0,44.0,Pre-G.I.
57,1901,Romulus Linney,House,NC,Republican,1841-12-26,1841.0,59.0,Pre-G.I.
57,1901,Archibald Lybrand,House,OH,Republican,1840-05-23,1840.0,60.0,Pre-G.I.
57,1901,Mitchell May,House,NY,Democrat,1870-07-10,1870.0,30.0,Pre-G.I.
57,1901,William McAleer,House,PA,Democrat,1838-01-06,1838.0,62.0,Pre-G.I.
57,1901,Louis McComas,Senate,MD,Republican,1846-10-28,1846.0,54.0,Pre-G.I.
58,1903,Louis McComas,Senate,MD,Republican,1846-10-28,1846.0,56.0,Pre-G.I.
59,1905,Louis McComas,Senate,MD,Republican,1846-10-28,1846.0,58.0,Pre-G.I.
57,1901,John McDowell,House,OH,Democrat,1853-09-25,1853.0,47.0,Pre-G.I.
57,1901,Smith McPherson,House,IA,Republican,1848-02-14,1848.0,52.0,Pre-G.I.
57,1901,David Meekison,House,OH,Democrat,1849-11-14,1849.0,51.0,Pre-G.I.
57,1901,William Mesick,House,MI,Republican,1856-08-26,1856.0,44.0,Pre-G.I.
57,1901,Edward Noonan,House,IL,Democrat,1861-10-23,1861.0,39.0,Pre-G.I.
57,1901,James Norton,House,SC,Democrat,1843-10-08,1843.0,57.0,Pre-G.I.
57,1901,James O’Grady,House,NY,Republican,1863-03-31,1863.0,37.0,Pre-G.I.
57,1901,Horace Packer,House,PA,Republican,1851-10-11,1851.0,49.0,Pre-G.I.
57,1901,Charles Pearce,House,MO,Republican,1842-05-29,1842.0,58.0,Pre-G.I.
57,1901,Richmond Pearson,House,NC,Republican,1852-01-26,1852.0,48.0,Pre-G.I.
57,1901,Pedro Perea,House,NM,Republican,1852-04-22,1852.0,48.0,Pre-G.I.
57,1901,Fremont Phillips,House,OH,Republican,1856-03-16,1856.0,44.0,Pre-G.I.
57,1901,Horace Powers,House,VT,Republican,1835-05-29,1835.0,65.0,Pre-G.I.
57,1901,Samuel Pugh,House,KY,Republican,1850-01-28,1850.0,50.0,Pre-G.I.
57,1901,Joseph Quarles,Senate,WI,Republican,1843-12-16,1843.0,57.0,Pre-G.I.
58,1903,Joseph Quarles,Senate,WI,Republican,1843-12-16,1843.0,59.0,Pre-G.I.
59,1905,Joseph Quarles,Senate,WI,Republican,1843-12-16,1843.0,61.0,Pre-G.I.
57,1901,Julian Quarles,House,VA,Democrat,1848-09-25,1848.0,52.0,Pre-G.I.
57,1901,Thomas Reed,House,ME,Republican,1839-10-18,1839.0,61.0,Pre-G.I.
57,1901,Edwin Ridgely,House,KS,Populist,1844-05-09,1844.0,56.0,Pre-G.I.
57,1901,Gaston Robbins,House,AL,Democrat,1858-09-26,1858.0,42.0,Pre-G.I.
57,1901,Jonathan Ross,Senate,VT,Republican,1826-04-30,1826.0,74.0,Pre-G.I.
57,1901,James Ryan,House,PA,Democrat,1858-10-16,1858.0,42.0,Pre-G.I.
57,1901,Evan Settle,House,KY,Democrat,1848-12-01,1848.0,52.0,Pre-G.I.
57,1901,Charles Sprague,House,MA,Republican,1857-06-10,1857.0,43.0,Pre-G.I.
57,1901,Jesse Stallings,House,AL,Democrat,1856-04-04,1856.0,44.0,Pre-G.I.
57,1901,Alexander Stewart,House,WI,Republican,1829-09-12,1829.0,71.0,Pre-G.I.
57,1901,William Stewart,Senate,NV,Republican,1827-08-09,1827.0,73.0,Pre-G.I.
58,1903,William Stewart,Senate,NV,Republican,1827-08-09,1827.0,75.0,Pre-G.I.
59,1905,William Stewart,Senate,NV,Republican,1827-08-09,1827.0,77.0,Pre-G.I.
57,1901,Roderick Sutherland,House,NE,Populist,1862-04-27,1862.0,38.0,Pre-G.I.
57,1901,William Terry,House,AR,Democrat,1850-09-27,1850.0,50.0,Pre-G.I.
57,1901,Joseph Thropp,House,PA,Republican,1847-10-04,1847.0,53.0,Pre-G.I.
57,1901,Oscar Turner,House,KY,Democrat,1867-10-19,1867.0,33.0,Pre-G.I.
57,1901,John Underhill,House,NY,Democrat,1848-02-19,1848.0,52.0,Pre-G.I.
57,1901,Russell Waters,House,CA,Republican,1843-06-06,1843.0,57.0,Pre-G.I.
57,1901,Walter Weaver,House,OH,Republican,1851-04-01,1851.0,49.0,Pre-G.I.
57,1901,George Weymouth,House,MA,Republican,1850-08-25,1850.0,50.0,Pre-G.I.
57,1901,Joseph Wheeler,House,AL,Democrat,1836-09-10,1836.0,64.0,Pre-G.I.
57,1901,George White,House,NC,Republican,1852-12-18,1852.0,48.0,Pre-G.I.
57,1901,Edgar Wilson,House,ID,Silver Republican,1861-02-25,1861.0,39.0,Pre-G.I.
57,1901,Stanyarne Wilson,House,SC,Democrat,1860-01-10,1860.0,40.0,Pre-G.I.
57,1901,Richard Wise,House,VA,Republican,1843-09-02,1843.0,57.0,Pre-G.I.
57,1901,William Young,House,VA,Democrat,1860-05-17,1860.0,40.0,Pre-G.I.
57,1901,Edward Ziegler,House,PA,Democrat,1844-03-03,1844.0,56.0,Pre-G.I.
57,1901,Thomas Bard,Senate,CA,Republican,1841-12-08,1841.0,59.0,Pre-G.I.
58,1903,Thomas Bard,Senate,CA,Republican,1841-12-08,1841.0,61.0,Pre-G.I.
59,1905,Thomas Bard,Senate,CA,Republican,1841-12-08,1841.0,63.0,Pre-G.I.
57,1901,Henry Allen,House,KY,Democrat,1854-06-24,1854.0,46.0,Pre-G.I.
58,1903,Henry Allen,House,KY,Democrat,1854-06-24,1854.0,48.0,Pre-G.I.
57,1901,Henry Aplin,House,MI,Republican,1841-04-15,1841.0,59.0,Pre-G.I.
58,1903,Henry Aplin,House,MI,Republican,1841-04-15,1841.0,61.0,Pre-G.I.
57,1901,Samuel Barney,House,WI,Republican,1846-01-31,1846.0,54.0,Pre-G.I.
58,1903,Samuel Barney,House,WI,Republican,1846-01-31,1846.0,56.0,Pre-G.I.
57,1901,John Bell,House,CO,Populist,1851-12-11,1851.0,49.0,Pre-G.I.
58,1903,John Bell,House,CO,Populist,1851-12-11,1851.0,51.0,Pre-G.I.
57,1901,John Bellamy,House,NC,Democrat,1854-03-24,1854.0,46.0,Pre-G.I.
58,1903,John Bellamy,House,NC,Democrat,1854-03-24,1854.0,48.0,Pre-G.I.
57,1901,Oliver Belmont,House,NY,Democrat,1858-11-12,1858.0,42.0,Pre-G.I.
58,1903,Oliver Belmont,House,NY,Democrat,1858-11-12,1858.0,44.0,Pre-G.I.
57,1901,James Berry,Senate,AR,Democrat,1841-05-15,1841.0,59.0,Pre-G.I.
58,1903,James Berry,Senate,AR,Democrat,1841-05-15,1841.0,61.0,Pre-G.I.
59,1905,James Berry,Senate,AR,Democrat,1841-05-15,1841.0,63.0,Pre-G.I.
60,1907,James Berry,Senate,AR,Democrat,1841-05-15,1841.0,65.0,Pre-G.I.
57,1901,Alexander Billmeyer,House,PA,Democrat,1841-01-07,1841.0,59.0,Pre-G.I.
58,1903,Alexander Billmeyer,House,PA,Democrat,1841-01-07,1841.0,61.0,Pre-G.I.
57,1901,Joseph Blackburn,Senate,KY,Democrat,1838-10-01,1838.0,62.0,Pre-G.I.
58,1903,Joseph Blackburn,Senate,KY,Democrat,1838-10-01,1838.0,64.0,Pre-G.I.
59,1905,Joseph Blackburn,Senate,KY,Democrat,1838-10-01,1838.0,66.0,Pre-G.I.
60,1907,Joseph Blackburn,Senate,KY,Democrat,1838-10-01,1838.0,68.0,Pre-G.I.
57,1901,Charles Boutelle,House,ME,Republican,1839-02-09,1839.0,61.0,Pre-G.I.
58,1903,Charles Boutelle,House,ME,Republican,1839-02-09,1839.0,63.0,Pre-G.I.
57,1901,Henry Bristow,House,NY,Republican,1840-06-05,1840.0,60.0,Pre-G.I.
58,1903,Henry Bristow,House,NY,Republican,1840-06-05,1840.0,62.0,Pre-G.I.
57,1901,Jacob Bromwell,House,OH,Republican,1848-05-11,1848.0,52.0,Pre-G.I.
58,1903,Jacob Bromwell,House,OH,Republican,1848-05-11,1848.0,54.0,Pre-G.I.
57,1901,Marriott Brosius,House,PA,Republican,1843-03-07,1843.0,57.0,Pre-G.I.
58,1903,Marriott Brosius,House,PA,Republican,1843-03-07,1843.0,59.0,Pre-G.I.
57,1901,Melville Bull,House,RI,Republican,1854-09-29,1854.0,46.0,Pre-G.I.
58,1903,Melville Bull,House,RI,Republican,1854-09-29,1854.0,48.0,Pre-G.I.
57,1901,Robert Burke,House,TX,Democrat,1847-08-01,1847.0,53.0,Pre-G.I.
58,1903,Robert Burke,House,TX,Democrat,1847-08-01,1847.0,55.0,Pre-G.I.
57,1901,Joseph Burton,Senate,KS,Republican,1852-11-16,1852.0,48.0,Pre-G.I.
58,1903,Joseph Burton,Senate,KS,Republican,1852-11-16,1852.0,50.0,Pre-G.I.
59,1905,Joseph Burton,Senate,KS,Republican,1852-11-16,1852.0,52.0,Pre-G.I.
60,1907,Joseph Burton,Senate,KS,Republican,1852-11-16,1852.0,54.0,Pre-G.I.
57,1901,Edward Carmack,House,TN,Democrat,1858-11-05,1858.0,42.0,Pre-G.I.
57,1901,Edward Carmack,Senate,TN,Democrat,1858-11-05,1858.0,42.0,Pre-G.I.
58,1903,Edward Carmack,Senate,TN,Democrat,1858-11-05,1858.0,44.0,Pre-G.I.
59,1905,Edward Carmack,Senate,TN,Democrat,1858-11-05,1858.0,46.0,Pre-G.I.
60,1907,Edward Carmack,Senate,TN,Democrat,1858-11-05,1858.0,48.0,Pre-G.I.
57,1901,William Clark,Senate,MT,Democrat,1839-01-08,1839.0,61.0,Pre-G.I.
58,1903,William Clark,Senate,MT,Democrat,1839-01-08,1839.0,63.0,Pre-G.I.
59,1905,William Clark,Senate,MT,Democrat,1839-01-08,1839.0,65.0,Pre-G.I.
60,1907,William Clark,Senate,MT,Democrat,1839-01-08,1839.0,67.0,Pre-G.I.
57,1901,Joseph Conry,House,MA,Democrat,1868-09-12,1868.0,32.0,Pre-G.I.
58,1903,Joseph Conry,House,MA,Democrat,1868-09-12,1868.0,34.0,Pre-G.I.
57,1901,Frank Coombs,House,CA,Republican,1853-12-27,1853.0,47.0,Pre-G.I.
58,1903,Frank Coombs,House,CA,Republican,1853-12-27,1853.0,49.0,Pre-G.I.
57,1901,James Cooney,House,MO,Democrat,1848-07-28,1848.0,52.0,Pre-G.I.
58,1903,James Cooney,House,MO,Democrat,1848-07-28,1848.0,54.0,Pre-G.I.
57,1901,John Corliss,House,MI,Republican,1851-06-07,1851.0,49.0,Pre-G.I.
58,1903,John Corliss,House,MI,Republican,1851-06-07,1851.0,51.0,Pre-G.I.
57,1901,Thomas Creamer,House,NY,Democrat,1843-05-26,1843.0,57.0,Pre-G.I.
58,1903,Thomas Creamer,House,NY,Democrat,1843-05-26,1843.0,59.0,Pre-G.I.
57,1901,Rousseau Crump,House,MI,Republican,1843-05-20,1843.0,57.0,Pre-G.I.
58,1903,Rousseau Crump,House,MI,Republican,1843-05-20,1843.0,59.0,Pre-G.I.
57,1901,Amos Cummings,House,NY,Democrat,1841-05-15,1841.0,59.0,Pre-G.I.
58,1903,Amos Cummings,House,NY,Democrat,1841-05-15,1841.0,61.0,Pre-G.I.
57,1901,Herman Dahle,House,WI,Republican,1855-03-30,1855.0,45.0,Pre-G.I.
58,1903,Herman Dahle,House,WI,Republican,1855-03-30,1855.0,47.0,Pre-G.I.
57,1901,Reese De Graffenreid,House,TX,Democrat,1859-05-07,1859.0,41.0,Pre-G.I.
58,1903,Reese De Graffenreid,House,TX,Democrat,1859-05-07,1859.0,43.0,Pre-G.I.
57,1901,Charles Dietrich,Senate,NE,Republican,1853-11-26,1853.0,47.0,Pre-G.I.
58,1903,Charles Dietrich,Senate,NE,Republican,1853-11-26,1853.0,49.0,Pre-G.I.
59,1905,Charles Dietrich,Senate,NE,Republican,1853-11-26,1853.0,51.0,Pre-G.I.
57,1901,Fred Dubois,Senate,ID,Democrat,1851-05-29,1851.0,49.0,Pre-G.I.
58,1903,Fred Dubois,Senate,ID,Democrat,1851-05-29,1851.0,51.0,Pre-G.I.
59,1905,Fred Dubois,Senate,ID,Democrat,1851-05-29,1851.0,53.0,Pre-G.I.
60,1907,Fred Dubois,Senate,ID,Democrat,1851-05-29,1851.0,55.0,Pre-G.I.
57,1901,Frank Eddy,House,MN,Republican,1856-04-01,1856.0,44.0,Pre-G.I.
58,1903,Frank Eddy,House,MN,Republican,1856-04-01,1856.0,46.0,Pre-G.I.
57,1901,Caldwell Edwards,House,MT,Populist,1841-01-08,1841.0,59.0,Pre-G.I.
58,1903,Caldwell Edwards,House,MT,Populist,1841-01-08,1841.0,61.0,Pre-G.I.
57,1901,William Elliott,House,SC,Democrat,1838-09-03,1838.0,62.0,Pre-G.I.
58,1903,William Elliott,House,SC,Democrat,1838-09-03,1838.0,64.0,Pre-G.I.
57,1901,Louis Emerson,House,NY,Republican,1857-07-25,1857.0,43.0,Pre-G.I.
58,1903,Louis Emerson,House,NY,Republican,1857-07-25,1857.0,45.0,Pre-G.I.
57,1901,John Feely,House,IL,Democrat,1875-08-01,1875.0,25.0,Pre-G.I.
58,1903,John Feely,House,IL,Democrat,1875-08-01,1875.0,27.0,Pre-G.I.
57,1901,De Flanagan,House,NJ,Democrat,1870-12-28,1870.0,30.0,Pre-G.I.
58,1903,De Flanagan,House,NJ,Democrat,1870-12-28,1870.0,32.0,Pre-G.I.
57,1901,William Fleming,House,GA,Democrat,1856-10-18,1856.0,44.0,Pre-G.I.
58,1903,William Fleming,House,GA,Democrat,1856-10-18,1856.0,46.0,Pre-G.I.
57,1901,Dennis Flynn,House,OK,Republican,1861-02-13,1861.0,39.0,Pre-G.I.
58,1903,Dennis Flynn,House,OK,Republican,1861-02-13,1861.0,41.0,Pre-G.I.
57,1901,Andrew Fox,House,MS,Democrat,1849-04-26,1849.0,51.0,Pre-G.I.
58,1903,Andrew Fox,House,MS,Democrat,1849-04-26,1849.0,53.0,Pre-G.I.
57,1901,Paris Gibson,Senate,MT,Democrat,1830-07-01,1830.0,70.0,Pre-G.I.
58,1903,Paris Gibson,Senate,MT,Democrat,1830-07-01,1830.0,72.0,Pre-G.I.
59,1905,Paris Gibson,Senate,MT,Democrat,1830-07-01,1830.0,74.0,Pre-G.I.
57,1901,Thomas Glenn,House,ID,Populist,1847-02-02,1847.0,53.0,Pre-G.I.
58,1903,Thomas Glenn,House,ID,Populist,1847-02-02,1847.0,55.0,Pre-G.I.
57,1901,Robert Gordon,House,OH,Democrat,1855-08-06,1855.0,45.0,Pre-G.I.
58,1903,Robert Gordon,House,OH,Democrat,1855-08-06,1855.0,47.0,Pre-G.I.
57,1901,Henry Green,House,PA,Democrat,1857-05-03,1857.0,43.0,Pre-G.I.
58,1903,Henry Green,House,PA,Democrat,1857-05-03,1857.0,45.0,Pre-G.I.
57,1901,Galusha Grow,House,PA,Republican,1823-08-31,1823.0,77.0,Pre-G.I.
58,1903,Galusha Grow,House,PA,Republican,1823-08-31,1823.0,79.0,Pre-G.I.
57,1901,James Hall,House,PA,Democrat,1844-09-30,1844.0,56.0,Pre-G.I.
58,1903,James Hall,House,PA,Democrat,1844-09-30,1844.0,58.0,Pre-G.I.
57,1901,Harry Hanbury,House,NY,Republican,1863-01-01,1863.0,38.0,Pre-G.I.
58,1903,Harry Hanbury,House,NY,Republican,1863-01-01,1863.0,40.0,Pre-G.I.
57,1901,Joel Heatwole,House,MN,Republican,1856-08-22,1856.0,44.0,Pre-G.I.
58,1903,Joel Heatwole,House,MN,Republican,1856-08-22,1856.0,46.0,Pre-G.I.
57,1901,David Henderson,House,IA,Republican,1840-03-14,1840.0,60.0,Pre-G.I.
58,1903,David Henderson,House,IA,Republican,1840-03-14,1840.0,62.0,Pre-G.I.
58,1903,Patrick Henry,House,MS,Democrat,1861-02-15,1861.0,41.0,Pre-G.I.
57,1901,George Hoar,Senate,MA,Republican,1826-08-29,1826.0,74.0,Pre-G.I.
58,1903,George Hoar,Senate,MA,Republican,1826-08-29,1826.0,76.0,Pre-G.I.
59,1905,George Hoar,Senate,MA,Republican,1826-08-29,1826.0,78.0,Pre-G.I.
57,1901,Charles Hooker,House,MS,Democrat,,,,Unknown
58,1903,Charles Hooker,House,MS,Democrat,,,,Unknown
57,1901,Harvey Irwin,House,KY,Republican,1844-12-10,1844.0,56.0,Pre-G.I.
58,1903,Harvey Irwin,House,KY,Republican,1844-12-10,1844.0,58.0,Pre-G.I.
57,1901,Summers Jack,House,PA,Republican,1852-07-18,1852.0,48.0,Pre-G.I.
58,1903,Summers Jack,House,PA,Republican,1852-07-18,1852.0,50.0,Pre-G.I.
57,1901,Alfred Jackson,House,KS,Democrat,1860-07-14,1860.0,40.0,Pre-G.I.
58,1903,Alfred Jackson,House,KS,Democrat,1860-07-14,1860.0,42.0,Pre-G.I.
57,1901,Thomas Jett,House,IL,Democrat,1862-05-01,1862.0,38.0,Pre-G.I.
58,1903,Thomas Jett,House,IL,Democrat,1862-05-01,1862.0,40.0,Pre-G.I.
57,1901,Charles Joy,House,MO,Republican,1849-12-11,1849.0,51.0,Pre-G.I.
58,1903,Charles Joy,House,MO,Republican,1849-12-11,1849.0,53.0,Pre-G.I.
57,1901,Thomas Kearns,Senate,UT,Republican,1862-04-11,1862.0,38.0,Pre-G.I.
58,1903,Thomas Kearns,Senate,UT,Republican,1862-04-11,1862.0,40.0,Pre-G.I.
59,1905,Thomas Kearns,Senate,UT,Republican,1862-04-11,1862.0,42.0,Pre-G.I.
